City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Luanda,AO,2021-07-12 18:23:32,-8.8368,13.2343,70.65,86,69,14.92
295,Jeremie,HT,2021-07-12 18:23:32,18.65,-74.1167,87.01,64,87,9.08
296,Panorama,GR,2021-07-12 18:23:32,40.5878,23.0315,83.39,54,20,3.0
297,Taunggyi,MM,2021-07-12 18:23:33,20.7833,97.0333,63.97,98,21,3.49
298,Omboue,GA,2021-07-12 18:23:33,-1.5746,9.2618,74.1,83,58,11.92
299,Pombia,IT,2021-07-12 18:23:33,45.653,8.6336,84.0,61,75,8.05
300,Nantucket,US,2021-07-12 18:22:12,41.2835,-70.0995,73.54,91,100,6.17
301,Flinders,AU,2021-07-12 18:23:34,-34.5833,150.8552,50.2,87,66,1.01
302,Kargasok,RU,2021-07-12 18:23:34,59.0556,80.8572,52.88,79,100,3.13
303,Ahuimanu,US,2021-07-12 18:23:35,21.4447,-157.8378,78.85,70,40,6.91
304,Constitucion,CL,2021-07-12 18:23:35,-35.3333,-72.4167,53.94,56,0,3.94
305,Lamar,US,2021-07-12 18:23:35,33.6668,-95.5836,88.52,55,75,3.44
306,Hambantota,LK,2021-07-12 18:23:36,6.1241,81.1185,79.72,80,62,18.12
307,Chokurdakh,RU,2021-07-12 18:23:36,70.6333,147.9167,38.73,59,100,7.76
308,Ginir,ET,2021-07-12 18:23:37,7.1333,40.7,62.17,67,44,10.98
309,Diamantino,BR,2021-07-12 18:23:37,-14.4086,-56.4461,94.14,14,0,7.7
310,Dawlatabad,AF,2021-07-12 18:23:37,36.4141,64.9053,86.36,18,0,5.3
311,Rousinov,CZ,2021-07-12 18:23:38,49.2013,16.8822,78.55,67,20,3.44
312,Marang,MY,2021-07-12 18:23:38,5.2056,103.2059,76.91,86,95,4.43
313,Varhaug,NO,2021-07-12 18:23:39,58.6147,5.6457,66.78,72,100,5.37
314,Mecca,SA,2021-07-12 18:21:50,21.4267,39.8261,90.97,29,100,7.78
315,Palimbang,PH,2021-07-12 18:23:39,6.2106,124.1894,78.13,86,85,3.85
316,Hutchinson,US,2021-07-12 18:22:01,38.0608,-97.9298,83.19,45,0,1.01
317,Sanok,PL,2021-07-12 18:23:40,49.5557,22.2056,69.08,100,36,9.84
318,San Andres,CO,2021-07-12 18:23:40,12.5847,-81.7006,81.91,79,96,18.05
319,Wattegama,LK,2021-07-12 18:23:41,6.7989,81.4808,77.9,71,73,5.44
320,Opichen,MX,2021-07-12 18:23:41,20.55,-89.85,89.56,33,68,6.35
321,San Patricio,US,2021-07-12 18:23:41,28.017,-97.5169,91.81,59,66,11.99
322,Srednekolymsk,RU,2021-07-12 18:23:42,67.45,153.6833,41.41,92,100,10.8
323,Slave Lake,CA,2021-07-12 18:23:42,55.2834,-114.769,71.58,53,1,8.05
324,Atar,MR,2021-07-12 18:23:42,20.5169,-13.0499,104.97,18,40,5.17
325,Limoeiro Do Ajuru,BR,2021-07-12 18:23:43,-1.8953,-49.3806,86.54,61,64,4.72
326,Sagua La Grande,CU,2021-07-12 18:23:43,22.8067,-80.0756,90.59,61,93,16.04
327,Bandarbeyla,SO,2021-07-12 18:23:43,9.4942,50.8122,79.05,76,67,28.03
328,Houston,US,2021-07-12 18:19:11,29.7633,-95.3633,93.87,71,90,3.0
329,Amnat Charoen,TH,2021-07-12 18:23:44,15.9167,104.75,79.47,79,92,2.28
330,Rocha,UY,2021-07-12 18:23:44,-34.4833,-54.3333,65.05,85,100,9.66
331,Vaijapur,IN,2021-07-12 18:23:44,19.9167,74.7333,77.02,85,100,15.43
332,Chingirlau,KZ,2021-07-12 18:23:45,51.095,54.0814,67.15,46,9,13.87
333,Cam Ranh,VN,2021-07-12 18:23:45,11.9214,109.1591,78.76,89,20,3.44
334,Alice Springs,AU,2021-07-12 18:23:46,-23.7,133.8833,62.15,25,80,3.44
335,Richards Bay,ZA,2021-07-12 18:23:46,-28.783,32.0377,71.38,54,1,16.44
336,Singaraja,ID,2021-07-12 18:23:47,-8.112,115.0882,77.14,84,30,4.5
337,Kargopol,RU,2021-07-12 18:23:47,61.5071,38.9456,71.64,62,48,5.19
338,Santa Cruz Cabralia,BR,2021-07-12 18:23:47,-16.2781,-39.0247,77.23,73,40,6.91
339,Wanning,CN,2021-07-12 18:23:48,18.8003,110.3967,81.07,83,66,6.96
340,Los Llanos De Aridane,ES,2021-07-12 18:23:48,28.6585,-17.9182,73.15,78,20,13.8
341,San Jose De Rio Tinto,HN,2021-07-12 18:23:49,14.9333,-85.7,90.97,41,60,7.92
342,Brigantine,US,2021-07-12 18:23:49,39.4101,-74.3646,94.28,77,75,6.91
343,Dunedin,NZ,2021-07-12 18:23:49,-45.8742,170.5036,41.81,76,88,1.99
344,Iqaluit,CA,2021-07-12 18:23:50,63.7506,-68.5145,46.13,81,90,5.01
345,Namibe,AO,2021-07-12 18:23:50,-15.1961,12.1522,65.7,74,71,12.37
346,Szentgotthard,HU,2021-07-12 18:23:51,46.9526,16.2736,82.81,59,1,4.9
347,Mgandu,TZ,2021-07-12 18:23:51,-5.95,34.1333,63.36,54,33,5.73
348,Otofuke,JP,2021-07-12 18:23:51,42.9917,143.2003,62.58,97,100,1.92
349,Aksarka,RU,2021-07-12 18:23:52,66.5606,67.7975,46.47,55,96,9.8
350,Isiro,CD,2021-07-12 18:23:52,2.7739,27.616,71.58,75,100,0.13
351,Mazabuka,ZM,2021-07-12 18:23:53,-15.856,27.748,67.24,44,30,7.45
352,Sabang,ID,2021-07-12 18:23:53,5.8933,95.3214,83.08,75,84,15.37
353,Bhinmal,IN,2021-07-12 18:23:53,25.0,72.25,87.96,64,100,7.9
354,Margate,GB,2021-07-12 18:23:54,51.3813,1.3862,64.69,95,100,1.01
355,Alofi,NU,2021-07-12 18:23:54,-19.0595,-169.9187,69.69,100,64,2.3
356,Codrington,AU,2021-07-12 18:23:55,-38.2667,141.9667,49.6,95,81,12.08
357,Horta,PT,2021-07-12 18:23:55,38.5333,-28.6333,71.24,68,20,12.66
358,Camargo,MX,2021-07-12 18:23:56,27.6667,-105.1667,84.76,34,99,6.49
359,Coquimbo,CL,2021-07-12 18:23:56,-29.9533,-71.3436,60.53,63,75,13.8
360,Zaysan,KZ,2021-07-12 18:23:56,47.4667,84.8667,65.01,56,21,6.04
361,San Mateo Del Mar,MX,2021-07-12 18:23:57,16.2,-95.0,87.94,58,80,23.49
362,Murray,US,2021-07-12 18:23:57,40.6669,-111.888,102.07,22,1,3.0
363,Kamien Pomorski,PL,2021-07-12 18:23:58,53.9685,14.7726,77.36,91,49,9.8
364,Sao Filipe,CV,2021-07-12 18:23:58,14.8961,-24.4956,73.31,80,100,8.63
365,Ilulissat,GL,2021-07-12 18:23:59,69.2167,-51.1,51.82,43,20,5.75
366,Goksun,TR,2021-07-12 18:23:59,38.021,36.4973,76.15,64,20,7.7
367,Oistins,BB,2021-07-12 18:21:13,13.0667,-59.5333,86.09,70,40,21.85
368,Sinnamary,GF,2021-07-12 18:24:01,5.3833,-52.95,82.96,74,62,8.37
369,Bambous Virieux,MU,2021-07-12 18:24:01,-20.3428,57.7575,71.85,68,40,17.27
370,Nanortalik,GL,2021-07-12 18:24:02,60.1432,-45.2371,40.3,95,93,8.7
371,Fenelon Falls,CA,2021-07-12 18:24:02,44.5334,-78.7496,81.57,56,100,10.45
372,Riyadh,SA,2021-07-12 18:20:17,24.6877,46.7219,100.54,8,58,8.84
373,Ivrea,IT,2021-07-12 18:24:03,45.4672,7.8762,82.09,75,97,4.0
374,Betanzos,ES,2021-07-12 18:24:03,43.2804,-8.2147,66.18,76,75,1.99
375,Vostochnyy,RU,2021-07-12 18:24:04,55.8167,37.8667,82.58,51,0,2.13
376,Oranjestad,AW,2021-07-12 18:24:04,12.524,-70.027,89.55,62,40,27.63
377,Panguipulli,CL,2021-07-12 18:24:05,-39.6333,-72.3333,40.71,66,13,2.24
378,Tigil,RU,2021-07-12 18:24:05,57.8,158.6667,54.63,96,100,6.73
379,Puerto Maldonado,PE,2021-07-12 18:24:06,-12.6,-69.1833,88.2,58,40,3.44
380,Saint-Georges,GD,2021-07-12 18:24:06,12.0564,-61.7485,85.68,70,20,20.71
381,Jackson,US,2021-07-12 18:20:23,42.4165,-122.8345,83.91,40,1,4.61
382,Ibra,OM,2021-07-12 18:24:06,22.6906,58.5334,87.53,53,56,8.37
383,Moerai,PF,2021-07-12 18:24:07,-22.4333,-151.3333,74.68,75,2,16.31
384,Mazagao,BR,2021-07-12 18:24:07,-0.115,-51.2894,84.25,59,10,5.82
385,Itoman,JP,2021-07-12 18:24:08,26.1247,127.6694,82.42,86,75,4.61
386,Olga,RU,2021-07-12 18:24:08,43.7444,135.2892,64.58,98,48,2.42
387,Taoudenni,ML,2021-07-12 18:24:09,22.6783,-3.9836,110.17,12,52,5.97
388,Agadir,MA,2021-07-12 18:24:09,30.4202,-9.5982,100.85,46,55,5.91
389,Zhanaozen,KZ,2021-07-12 18:24:10,43.3,52.8,86.45,27,0,16.51
390,San Vicente,AR,2021-07-12 18:24:10,-26.6167,-54.1333,73.4,39,99,6.38
391,Yendi,GH,2021-07-12 18:24:11,9.4427,-0.0099,83.71,62,98,2.06
392,Coihaique,CL,2021-07-12 18:24:11,-45.5752,-72.0662,48.15,49,75,4.61
393,Padang,ID,2021-07-12 18:24:12,-0.9492,100.3543,76.84,92,86,7.65
394,Sarakhs,IR,2021-07-12 18:24:12,36.5449,61.1577,87.94,25,3,6.91
395,Kiruna,SE,2021-07-12 18:24:13,67.8557,20.2251,63.52,55,40,8.05
396,Kemijarvi,FI,2021-07-12 18:24:13,66.7131,27.4306,71.02,48,72,10.29
397,Uvinza,TZ,2021-07-12 18:24:14,-5.1036,30.3911,68.16,51,1,3.04
398,Kangaatsiaq,GL,2021-07-12 18:24:14,68.3065,-53.4641,41.22,87,0,8.77
399,Chara,RU,2021-07-12 18:24:15,56.9064,118.2631,56.62,81,100,4.38
400,Portland,US,2021-07-12 18:20:19,45.5234,-122.6762,78.89,61,20,1.01
401,Thongwa,MM,2021-07-12 18:24:15,16.7619,96.5278,78.96,89,42,3.2
402,Faya,SA,2021-07-12 18:24:16,18.3851,42.4509,75.31,51,97,5.21
403,Baoning,CN,2021-07-12 18:24:16,25.3378,110.026,80.46,83,0,4.47
404,La Grande,US,2021-07-12 18:24:16,45.3246,-118.0877,89.2,12,0,5.59
405,Oum Hadjer,TD,2021-07-12 18:24:17,13.2954,19.6966,93.34,33,85,12.59
406,Camabatela,AO,2021-07-12 18:24:17,-8.1881,15.375,66.49,23,67,2.86
407,Vestmannaeyjar,IS,2021-07-12 18:24:18,63.4427,-20.2734,52.79,100,90,23.02
408,Metro,ID,2021-07-12 18:24:18,-5.1131,105.3067,73.47,93,32,4.45
409,Egvekinot,RU,2021-07-12 18:24:18,66.3167,-179.1667,48.63,81,85,3.29
410,Sept-Iles,CA,2021-07-12 18:24:19,50.2001,-66.3821,73.92,57,20,7.0
411,Silos,CO,2021-07-12 18:24:19,7.2052,-72.7564,60.08,66,73,7.29
412,Puri,IN,2021-07-12 18:24:20,19.8,85.85,85.37,81,98,14.36
413,Jijiga,ET,2021-07-12 18:24:20,9.35,42.8,65.64,70,89,11.68
414,Aromashevo,RU,2021-07-12 18:24:20,56.8602,68.6375,51.28,89,100,13.06
415,Xining,CN,2021-07-12 18:24:21,36.6167,101.7667,55.78,70,64,3.85
416,Akyab,MM,2021-07-12 18:24:21,20.15,92.9,81.09,85,63,13.69
417,Gizo,SB,2021-07-12 18:24:22,-8.103,156.8419,80.46,78,52,5.77
418,Mount Pleasant,US,2021-07-12 18:24:22,32.7941,-79.8626,90.0,73,40,1.01
419,Kakonko,TZ,2021-07-12 18:24:22,-3.2828,30.9642,71.02,40,28,0.92
420,Kansanshi,ZM,2021-07-12 18:24:23,-12.0951,26.4273,63.64,43,50,4.07
421,Pacific Grove,US,2021-07-12 18:24:23,36.6177,-121.9166,81.81,89,90,1.99
422,San Rafael,AR,2021-07-12 18:24:24,-34.6177,-68.3301,59.11,37,62,8.19
423,Sorong,ID,2021-07-12 18:24:24,-0.8833,131.25,76.44,92,98,8.19
424,Kuytun,RU,2021-07-12 18:24:25,54.3419,101.5036,56.53,75,94,2.48
425,Biella,IT,2021-07-12 18:24:25,45.5871,8.0859,78.28,72,95,2.15
426,Booue,GA,2021-07-12 18:24:26,-0.0921,11.9385,76.1,83,100,4.27
427,Talnakh,RU,2021-07-12 18:24:26,69.4865,88.3972,40.68,76,100,7.34
428,Santa Cruz,BO,2021-07-12 18:20:52,-17.8,-63.1667,87.26,42,20,20.71
429,Kulhudhuffushi,MV,2021-07-12 18:24:27,6.6221,73.07,81.79,82,95,15.75
430,Nazca,PE,2021-07-12 18:24:28,-14.8333,-74.95,80.06,29,45,6.08
431,Brownsville,US,2021-07-12 18:19:37,25.9018,-97.4975,93.18,58,20,5.99
432,Tsaratanana,MG,2021-07-12 18:24:28,-16.7833,47.65,66.78,71,11,12.12
433,Nerchinskiy Zavod,RU,2021-07-12 18:24:29,51.3088,119.61,61.57,98,100,2.53
434,Tecoanapa,MX,2021-07-12 18:24:29,16.5167,-98.75,87.15,62,44,6.33
435,Sebrovo,RU,2021-07-12 18:24:30,50.0981,43.2976,68.58,54,0,8.63
436,Pimentel,PE,2021-07-12 18:24:30,-6.8367,-79.9342,73.69,60,0,11.5
437,Ulaanbaatar,MN,2021-07-12 18:24:31,47.9077,106.8832,57.33,88,0,0.0
438,Baoqing,CN,2021-07-12 18:24:31,46.3317,132.2111,70.02,89,3,4.97
439,Tubuala,PA,2021-07-12 18:24:33,9.5167,-79.0333,87.91,76,99,5.37
440,Bay Roberts,CA,2021-07-12 18:24:33,47.5999,-53.2648,74.05,72,49,5.99
441,Mariental,NA,2021-07-12 18:24:33,-24.6333,17.9667,52.45,44,0,14.41
442,Antofagasta,CL,2021-07-12 18:24:34,-23.65,-70.4,61.88,74,99,5.7
443,Rawson,AR,2021-07-12 18:24:34,-43.3002,-65.1023,54.46,37,0,17.69
444,Vredendal,ZA,2021-07-12 18:24:34,-31.6683,18.5012,48.6,82,87,15.19
445,Lucapa,AO,2021-07-12 18:24:35,-8.4192,20.7447,71.55,24,93,2.55
446,Soledade,BR,2021-07-12 18:21:44,-28.8183,-52.5103,66.85,52,100,6.98
447,Yanam,IN,2021-07-12 18:24:35,16.7333,82.2167,78.37,91,100,3.96
448,Moyo,UG,2021-07-12 18:24:35,3.6609,31.7247,67.03,85,66,2.71
449,Pringsewu,ID,2021-07-12 18:24:36,-5.3582,104.9744,72.36,97,81,2.75
450,Lagoa,PT,2021-07-12 18:24:36,39.05,-27.9833,67.05,73,7,15.95
451,Vostok,RU,2021-07-12 18:24:37,46.4856,135.8833,62.2,94,9,3.38
452,Tessalit,ML,2021-07-12 18:24:37,20.1986,1.0114,106.65,6,14,12.64
453,Jiaocheng,CN,2021-07-12 18:24:37,24.6774,116.1389,77.27,94,100,2.19
454,San Quintin,MX,2021-07-12 18:24:38,30.4833,-115.95,72.34,67,47,7.76
455,Sandnessjoen,NO,2021-07-12 18:24:38,66.0217,12.6316,68.52,63,0,3.44
456,Vaitape,PF,2021-07-12 18:24:39,-16.5167,-151.75,80.04,73,25,22.37
457,Prince Rupert,CA,2021-07-12 18:24:39,54.3161,-130.3201,59.09,82,1,5.75
458,Sokoni,TZ,2021-07-12 18:24:40,-6.4333,39.55,77.29,79,53,14.36
459,Sao Felix Do Xingu,BR,2021-07-12 18:24:40,-6.6447,-51.995,96.42,26,89,3.13
460,Gweru,ZW,2021-07-12 18:24:40,-19.45,29.8167,57.65,44,0,4.88
461,Atherton,GB,2021-07-12 18:21:44,53.5237,-2.4935,65.44,91,100,1.99
462,Nortelandia,BR,2021-07-12 18:24:41,-14.4547,-56.8028,95.31,13,0,6.24
463,Chapais,CA,2021-07-12 18:24:41,49.7834,-74.8492,74.98,24,0,4.14
464,Darhan,MN,2021-07-12 18:24:42,49.4867,105.9228,60.12,92,95,7.23
465,Itarema,BR,2021-07-12 18:24:42,-2.9248,-39.9167,85.03,62,29,19.42
466,Port-Cartier,CA,2021-07-12 18:24:43,50.0334,-66.8654,73.62,43,8,9.64
467,Abancay,PE,2021-07-12 18:24:43,-13.6339,-72.8814,70.84,40,66,5.7
468,Marienburg,PL,2021-07-12 18:24:43,54.0359,19.0266,68.88,80,9,7.92
469,Vestmanna,FO,2021-07-12 18:24:44,62.1564,-7.1664,52.72,100,90,5.75
470,Salcininkai,LT,2021-07-12 18:24:44,54.3,25.3833,80.69,77,75,5.23
471,Daytona Beach,US,2021-07-12 18:24:44,29.2108,-81.0228,87.03,69,75,0.0
472,Effingham,US,2021-07-12 18:24:45,32.3669,-81.3332,91.22,67,32,6.06
473,Kars,TR,2021-07-12 18:24:45,40.602,43.095,68.85,59,75,11.5
474,Imeni Poliny Osipenko,RU,2021-07-12 18:24:46,52.4201,136.4853,64.17,96,86,3.98
475,Haines Junction,CA,2021-07-12 18:24:46,60.7522,-137.5108,55.35,62,97,4.61
476,Nagai,JP,2021-07-12 18:24:47,38.1036,140.035,67.35,95,96,1.45
477,Srisailam,IN,2021-07-12 18:24:47,16.0833,78.8667,73.06,89,100,12.44
478,Guaymas,MX,2021-07-12 18:22:59,27.9333,-110.9,88.88,74,40,9.22
479,Penzance,GB,2021-07-12 18:24:48,50.1186,-5.5371,63.77,89,22,12.46
480,Pervomayskiy,RU,2021-07-12 18:24:48,53.2485,40.2871,67.89,59,0,7.56
481,Lima,PE,2021-07-12 18:24:09,-12.0432,-77.0282,67.14,77,75,12.66
482,Banda Aceh,ID,2021-07-12 18:24:49,5.5577,95.3222,80.08,79,89,10.69
483,Mitsamiouli,KM,2021-07-12 18:24:49,-11.3847,43.2844,78.15,73,27,5.75
484,Askiz,RU,2021-07-12 18:24:50,53.1319,90.5264,59.59,89,40,3.71
485,Airai,TL,2021-07-12 18:24:50,-8.9266,125.4092,54.48,53,4,3.85
486,Kahului,US,2021-07-12 18:24:51,20.8947,-156.47,78.96,73,20,3.44
487,Shiraoi,JP,2021-07-12 18:24:51,42.55,141.35,66.2,98,100,2.73
488,Pudozh,RU,2021-07-12 18:24:52,61.8099,36.5345,74.05,57,53,6.89
489,Kruisfontein,ZA,2021-07-12 18:24:52,-34.0033,24.7314,52.88,81,66,32.55
490,Jining,CN,2021-07-12 18:24:52,35.405,116.5814,84.99,1,85,1.99
491,Upata,VE,2021-07-12 18:24:53,8.0086,-62.3989,83.19,55,69,8.41
492,Shaoyang,CN,2021-07-12 18:24:53,27.2315,111.4525,76.93,79,88,4.18
493,Barcelos,PT,2021-07-12 18:24:53,41.5388,-8.6151,67.84,61,36,14.43
494,Onda,ES,2021-07-12 18:24:54,39.9667,-0.25,84.29,62,86,13.22
495,Asfi,MA,2021-07-12 18:24:54,32.2994,-9.2372,74.77,63,84,24.67
496,Neryungri,RU,2021-07-12 18:24:14,56.6709,124.6491,55.9,92,100,4.65
497,Nikolayevka,RU,2021-07-12 18:24:55,53.1257,47.2041,61.74,66,0,5.5
498,Fort Nelson,CA,2021-07-12 18:24:55,58.8053,-122.7002,69.39,46,75,4.61
499,Aljezur,PT,2021-07-12 18:24:56,37.3191,-8.8033,66.47,68,0,22.32
500,Mayo,US,2021-07-12 18:24:56,38.8876,-76.5119,96.26,71,30,4.0
501,George Town,MY,2021-07-12 18:23:30,5.4112,100.3354,81.9,84,20,0.0
502,Tangkak,MY,2021-07-12 18:24:57,2.2673,102.5453,75.07,90,99,1.52
503,Half Moon Bay,US,2021-07-12 18:24:57,37.4636,-122.4286,80.11,74,1,6.91
504,Mount Gambier,AU,2021-07-12 18:23:51,-37.8333,140.7667,49.91,100,90,9.22
505,Wad Rawah,SD,2021-07-12 18:24:58,15.1603,33.1397,92.73,37,28,9.78
506,Halifax,CA,2021-07-12 18:21:37,44.6453,-63.5724,76.08,53,90,4.0
507,Susanville,US,2021-07-12 18:24:59,40.4163,-120.653,93.81,13,1,3.0
508,Phibun Mangsahan,TH,2021-07-12 18:24:59,15.2447,105.2291,76.98,86,100,5.66
509,Pawai,IN,2021-07-12 18:25:00,24.2667,80.1667,88.07,51,24,5.95
510,Tual,ID,2021-07-12 18:25:00,-5.6667,132.75,80.62,83,75,20.04
511,Panguna,PG,2021-07-12 18:25:00,-6.3164,155.4848,67.3,93,99,2.37
512,Komsomolskiy,UZ,2021-07-12 18:25:01,40.4272,71.7189,77.72,41,100,4.61
513,Dataganj,IN,2021-07-12 18:25:09,28.0333,79.4,87.62,58,32,9.06
514,Rudiskes,LT,2021-07-12 18:25:10,54.5167,24.8333,81.41,76,54,5.19
515,Porto Novo,BJ,2021-07-12 18:25:11,6.4965,2.6036,78.62,77,60,8.77
516,Manta,EC,2021-07-12 18:25:11,-0.95,-80.7333,76.15,77,99,13.15
517,Sitio Novo Do Tocantins,BR,2021-07-12 18:21:53,-5.5183,-47.4611,94.93,41,40,11.5
518,Merauke,ID,2021-07-12 18:25:12,-8.4667,140.3333,77.61,87,51,15.55
519,Thanh Hoa,VN,2021-07-12 18:25:12,19.8,105.7667,79.57,89,80,3.51
520,Severo-Yeniseyskiy,RU,2021-07-12 18:25:13,60.3725,93.0408,46.4,89,35,1.72
521,Nabire,ID,2021-07-12 18:25:13,-3.3667,135.4833,75.16,94,85,3.33
522,Vila Franca Do Campo,PT,2021-07-12 18:25:14,37.7167,-25.4333,70.21,67,29,11.63
523,Menton,FR,2021-07-12 18:25:14,43.7765,7.5044,83.12,81,21,7.94
524,Sao Joao Da Barra,BR,2021-07-12 18:25:15,-21.6403,-41.0511,80.69,70,3,9.15
525,Tado,CO,2021-07-12 18:25:15,5.266,-76.5649,86.7,69,58,4.63
526,Englewood,US,2021-07-12 18:24:20,39.6478,-104.9878,93.81,32,20,1.01
527,Cuauhtemoc,MX,2021-07-12 18:25:16,28.4167,-106.8667,75.72,49,99,8.59
528,Manggar,ID,2021-07-12 18:25:16,-2.8833,108.2667,79.27,85,70,8.23
529,Juneau,US,2021-07-12 18:23:43,58.3019,-134.4197,56.21,95,90,5.99
530,Honningsvag,NO,2021-07-12 18:25:17,70.9821,25.9704,55.15,82,75,23.02
531,Maneadero,MX,2021-07-12 18:25:17,31.7167,-116.5667,75.18,78,12,5.99
532,Sfantu Gheorghe,RO,2021-07-12 18:25:18,45.8667,25.7833,70.27,68,17,1.01
533,Bathsheba,BB,2021-07-12 18:25:18,13.2167,-59.5167,86.61,70,40,21.85
534,Kitgum,UG,2021-07-12 18:25:18,3.2783,32.8867,66.79,82,56,2.46
535,Powell,US,2021-07-12 18:25:19,40.1578,-83.0752,84.79,75,75,3.0
536,Baiyin,CN,2021-07-12 18:25:19,36.5583,104.2081,68.88,31,29,0.87
537,Mackenzie,CA,2021-07-12 18:25:20,55.2999,-123.1698,70.02,49,1,5.1
538,Nola,IT,2021-07-12 18:25:20,40.922,14.5329,83.64,40,3,4.41
539,Mallur,IN,2021-07-12 18:25:21,11.55,78.1333,76.41,81,100,5.12
540,Guerrero Negro,MX,2021-07-12 18:25:21,27.9769,-114.0611,78.82,53,86,13.35
541,Tashtagol,RU,2021-07-12 18:25:22,52.7657,87.8894,57.02,97,99,2.46
542,Tucuma,BR,2021-07-12 18:25:22,-0.1833,-50.05,82.94,76,31,7.29
543,Shenjiamen,CN,2021-07-12 18:25:23,29.9576,122.298,79.03,90,99,26.13
544,Lac-Megantic,CA,2021-07-12 18:25:23,45.5834,-70.8823,78.73,45,100,3.36
545,Voznesenskoye,RU,2021-07-12 18:25:24,54.89,42.7569,66.36,61,0,4.61
546,Inzer,RU,2021-07-12 18:21:08,54.2167,57.5556,55.42,79,77,2.24
547,Sola,VU,2021-07-12 18:25:24,-13.8833,167.55,77.67,94,75,5.75
548,Springdale,US,2021-07-12 18:25:25,36.1867,-94.1288,75.31,76,90,10.0
549,Peniche,PT,2021-07-12 18:25:25,39.3558,-9.3811,69.28,75,1,21.74
550,Zonguldak,TR,2021-07-12 18:25:26,41.25,31.8333,63.75,86,0,1.83
551,Oskaloosa,US,2021-07-12 18:25:26,41.2964,-92.6444,72.18,83,90,5.75
552,Iskateley,RU,2021-07-12 18:25:27,67.6803,53.1512,45.23,77,25,6.89
553,Solwezi,ZM,2021-07-12 18:25:27,-12.1688,26.3894,64.08,43,52,4.09
554,Talara,PE,2021-07-12 18:25:28,-4.5772,-81.2719,77.76,65,0,13.8
555,Tame,CO,2021-07-12 18:25:28,6.461,-71.73,86.13,58,45,8.23
556,Ajdabiya,LY,2021-07-12 18:25:28,30.7554,20.2263,86.22,46,0,20.76
557,Da Nang,VN,2021-07-12 18:21:54,16.0678,108.2208,82.38,83,20,1.14
558,Darovskoy,RU,2021-07-12 18:25:29,58.77,47.9564,65.64,91,77,5.61
559,Zhongxing,CN,2021-07-12 18:25:29,33.7039,118.6792,79.23,89,71,8.72
560,Celestun,MX,2021-07-12 18:25:30,20.8667,-90.4,87.69,60,89,8.88
561,Gao,ML,2021-07-12 18:25:30,16.6362,1.637,104.05,15,64,3.51
562,Firovo,RU,2021-07-12 18:21:10,57.4814,33.7021,69.89,87,66,3.4
